City,Population (%),AQI,Green Coverage (%),Factories,Vehicles Count,Education Institutions Count,Hospitals Count,Waterborne Disease Cases,Respiratory Disease Cases,Year
Khulna,75,224,39,125,961885,552,33,4670,1475,2000
Rajshahi,56,122,33,103,1882938,534,243,7773,20638,2006
Narayanganj,80,261,16,39,788040,138,331,9409,18640,2009
Rajshahi,69,236,17,114,1249386,176,311,6976,3025,2010
Gazipur,82,65,20,80,1237750,443,73,3069,9291,2008
Khulna,58,85,21,143,1761938,667,205,4289,1317,2014
Gazipur,55,189,24,38,85022,466,83,14697,5351,2012
Gazipur,82,95,39,22,1796151,500,124,14687,16969,2022
Khulna,83,141,24,39,1810767,414,241,9379,9053,2020
Gazipur,55,90,43,105,1009698,420,148,12894,7983,2024
Dhaka,83,298,22,51,1038180,120,208,7712,22005,2006
Cumilla,68,284,45,145,601472,660,292,9763,29307,2009
Rajshahi,69,207,27,102,1575894,170,251,14505,2558,2014
Chattogram,100,110,47,53,1960907,166,309,12606,21685,2017
Rangpur,91,59,40,90,1331323,445,52,12649,14866,2017
Gazipur,77,112,18,108,1258974,474,185,13574,6036,2019
Chattogram,87,145,19,48,1862537,50,383,2156,23217,2021
Khulna,56,237,37,79,1269388,84,120,6264,17285,2024
Khulna,59,108,24,124,1988667,604,232,14252,2533,2009
Chattogram,98,182,9,38,747968,182,367,2346,28207,2023
Gazipur,55,164,20,46,1385681,61,35,3989,7733,2015
Rangpur,97,157,10,76,241386,586,266,10195,1976,2017
Rajshahi,68,76,17,141,1338685,189,234,14595,8450,2017
Narayanganj,59,225,22,128,1708374,176,247,14313,22824,2003
Mymensingh,52,173,35,20,1360170,692,216,11729,27752,2023
Barishal,83,278,40,84,811904,590,358,3517,29380,2019
Barishal,65,160,31,144,1850387,275,124,2341,1747,2011
Dhaka,76,122,19,128,1310535,540,332,7138,9023,2012
Rajshahi,51,251,47,109,1168186,124,345,10168,17129,2023
Khulna,70,248,22,94,1667156,689,37,1243,8930,2009
Barishal,53,126,42,116,1759967,614,21,11824,25849,2011
Rajshahi,55,278,31,148,1383473,97,305,11250,21276,2014
Chattogram,68,148,36,69,543421,504,66,3139,3996,2005
Mymensingh,72,146,49,11,201865,314,193,14788,13327,2011
Chattogram,75,216,5,35,573647,527,341,11497,17938,2004
Rajshahi,62,59,40,150,1028305,145,20,6265,10791,2015
Cumilla,72,181,7,77,1261144,228,285,13477,25175,2021
Sylhet,88,108,11,65,1657208,196,378,4656,24557,2000
Barishal,70,73,17,51,225753,358,187,13690,8459,2011
Gazipur,78,231,6,87,1143893,272,322,14356,19427,2007
Dhaka,54,170,43,145,383298,641,219,1417,8375,2018
Cumilla,92,183,23,98,734598,375,147,1061,10900,2015
Sylhet,90,281,39,147,507550,463,309,13518,13336,2013
Rangpur,91,117,32,80,824405,149,253,5193,19628,2014
Khulna,72,135,48,45,460362,330,132,2999,28107,2021
Rajshahi,57,118,22,26,1056620,280,348,14231,14066,2009
Narayanganj,58,141,9,97,876142,143,266,4044,4501,2016
Chattogram,92,261,39,18,1082785,486,211,5741,9363,2021
Narayanganj,60,142,33,88,719206,193,392,4336,11522,2005
Khulna,58,207,30,56,1459459,304,277,13677,23797,2024
Barishal,93,63,30,27,1212641,500,147,2199,20562,2000
Khulna,63,256,32,77,1738217,255,180,1234,8799,2011
Narayanganj,67,282,47,91,1859476,420,135,7030,26965,2020
Barishal,85,221,12,29,828796,609,112,3465,10152,2016
Gazipur,57,254,42,22,1027233,591,268,10508,4741,2018
Mymensingh,87,294,32,122,317595,371,24,14311,26199,2011
Cumilla,94,148,28,139,1609801,651,320,1157,19076,2013
Rangpur,73,174,32,74,625917,107,303,2400,6724,2013
Cumilla,76,291,48,23,553241,111,323,9580,29994,2020
Rajshahi,98,258,29,24,999435,280,54,7285,16403,2000
Barishal,74,123,27,54,603542,76,193,12174,26817,2002
Rajshahi,60,187,40,111,1148601,204,185,586,8059,2004
Sylhet,83,298,20,104,1327263,561,325,12771,28900,2013
Barishal,77,288,8,85,1189038,427,196,13860,21654,2005
Khulna,70,153,40,134,1695696,314,345,8792,20450,2024
Gazipur,92,137,11,108,227815,346,198,2595,22042,2007
Rangpur,81,136,36,103,396731,82,24,10900,10289,2021
Rangpur,99,240,5,131,156306,605,305,8788,7611,2017
Gazipur,73,259,26,102,1453284,434,152,1911,25183,2002
Rangpur,66,271,20,92,1508013,453,141,688,7231,2013
Chattogram,68,96,21,91,998095,680,329,3798,26757,2008
Dhaka,79,278,33,95,250548,543,71,11895,29277,2000
Sylhet,80,85,21,10,1984977,272,37,6243,5857,2012
Cumilla,71,216,37,129,955117,558,385,2306,9454,2018
Barishal,57,57,5,41,1275072,92,281,12150,29237,2012
Barishal,56,93,38,45,713582,189,182,14130,6534,2007
Barishal,91,93,49,94,1487306,187,165,3126,8169,2012
Dhaka,100,129,10,118,776269,165,50,4365,11598,2022
Chattogram,54,85,31,117,471789,168,152,4025,1911,2019
Chattogram,78,298,17,33,1531801,699,291,13960,20566,2014
Rangpur,68,146,19,95,807569,528,286,9279,26294,2006
Rajshahi,75,236,15,64,987091,160,155,9320,9428,2021
Sylhet,54,177,13,125,620717,105,312,5603,14845,2021
Khulna,93,229,16,148,1186967,117,79,12633,19273,2016
Cumilla,57,120,8,24,447192,106,31,10859,17644,2012
Dhaka,92,267,19,84,321001,424,210,13096,18105,2021
Rajshahi,55,101,31,44,896911,444,232,8467,11224,2001
Khulna,67,241,20,146,767139,319,154,10112,27674,2014
Dhaka,69,256,42,28,312149,376,182,11165,1457,2005
Rajshahi,50,57,17,26,1523693,407,24,10326,2419,2020
Sylhet,63,230,33,101,1143831,429,375,13560,23977,2000
Dhaka,95,117,27,125,363733,658,118,13038,7951,2014
Barishal,95,226,21,38,1558953,409,243,11676,12934,2021
Sylhet,51,237,5,113,343764,243,158,14443,10935,2012
Cumilla,92,73,12,117,1830657,535,43,14150,12806,2007
Cumilla,76,112,41,72,1772492,53,316,13311,3984,2004
Dhaka,61,141,9,61,1447279,501,148,7980,1856,2012
Rajshahi,62,68,12,71,1590679,259,73,10918,15802,2015
Cumilla,70,254,19,22,447853,409,203,14334,9356,2013
Chattogram,100,175,23,57,538219,206,46,12017,20364,2023
Mymensingh,72,170,27,50,804786,410,182,14185,11151,2010
Cumilla,79,169,25,83,1107681,400,213,11201,26929,2015
Khulna,63,64,14,101,1897095,305,397,6572,7079,2021
Cumilla,58,259,7,17,1980818,698,260,580,2325,2015
Gazipur,81,198,48,149,1183855,459,317,5351,10480,2021
Narayanganj,94,252,31,102,1113625,386,288,12978,25850,2011
Chattogram,79,103,44,103,76217,404,27,9537,17489,2009
Cumilla,70,70,29,83,1524812,408,166,13016,6574,2021
Cumilla,64,137,29,69,764416,440,272,3951,13794,2004
Sylhet,51,72,41,41,1441928,402,115,957,23278,2022
Chattogram,100,171,49,38,195966,149,359,3968,6495,2007
Rajshahi,74,158,9,77,1384024,537,24,1284,16496,2008
Barishal,83,131,24,122,250516,191,272,12642,1647,2002
Mymensingh,55,135,16,63,646687,593,53,2050,17732,2019
Rajshahi,63,213,22,32,682731,663,41,3734,21384,2021
Rangpur,88,233,32,23,691213,691,117,8809,12572,2002
Barishal,70,227,7,42,1761002,96,198,2174,17215,2020
Chattogram,76,286,39,123,1459616,238,330,4531,17008,2003
Rajshahi,80,102,41,140,561078,395,250,4437,17001,2009
Cumilla,96,140,15,115,736877,525,132,6093,9250,2023
Rangpur,56,187,34,11,1283780,520,62,9986,9460,2012
Cumilla,93,246,50,114,854268,394,362,2161,11806,2005
Gazipur,89,58,41,83,172851,57,357,10341,10215,2002
Narayanganj,92,125,7,21,1246295,410,167,1872,16615,2019
Mymensingh,55,207,41,78,1708913,139,77,8271,24564,2009
Rangpur,52,287,35,59,847176,591,226,12115,29649,2016
Rajshahi,90,134,45,95,1951333,187,394,14025,5945,2020
Gazipur,59,59,50,55,689593,325,80,14956,29619,2005
Rajshahi,56,106,25,109,1774507,513,112,11873,18302,2003
Mymensingh,78,228,45,60,1528538,77,23,12934,2819,2023
Khulna,69,172,38,20,1194385,514,126,4162,11975,2024
Barishal,61,75,30,136,1554822,211,129,14501,18199,2022
Mymensingh,76,271,32,67,267327,327,31,4736,2067,2002
Mymensingh,80,122,42,32,952469,400,190,4675,10282,2003
Chattogram,80,291,11,73,407205,331,285,3063,9052,2024
Mymensingh,96,264,30,112,599610,550,26,14271,25314,2021
Rajshahi,59,249,50,123,1402476,281,100,13026,15112,2005
Mymensingh,84,227,41,13,1386399,639,340,7945,2352,2000
Rangpur,68,253,36,146,650783,69,115,5335,20618,2010
Narayanganj,79,155,8,60,990091,89,191,7414,7642,2008
Mymensingh,94,265,5,43,1984695,570,251,9146,5752,2001
Gazipur,56,171,41,115,1956797,176,221,12685,7506,2000
Chattogram,65,151,13,16,247162,485,291,2311,9330,2005
Rangpur,58,125,44,48,505476,301,70,13389,1860,2004
Sylhet,95,198,50,41,942164,62,130,7612,14395,2014
Khulna,98,149,47,118,1152195,339,43,7594,27000,2024
Barishal,67,91,33,41,615808,160,302,4810,22539,2016
Cumilla,65,229,9,79,1869654,59,225,3084,25690,2011
Mymensingh,98,241,13,34,504043,690,195,6828,5221,2012
Khulna,64,191,35,120,1186397,149,27,1630,28056,2024
Rajshahi,60,68,28,65,1675799,579,193,13879,28601,2020
Cumilla,85,269,32,101,298186,145,385,3508,14566,2005
Mymensingh,60,142,34,131,1676302,368,144,3579,29716,2004
Chattogram,68,97,42,72,354810,226,232,7026,22469,2009
Cumilla,100,223,36,22,359252,91,364,1538,8705,2019
Dhaka,75,75,22,104,1233380,671,59,8697,9101,2015
Barishal,88,88,11,84,974336,245,224,14983,15012,2019
Rajshahi,98,188,10,19,849403,402,148,2468,19837,2024
Cumilla,91,72,50,63,1222871,449,69,1932,29748,2016
Narayanganj,65,175,34,77,1713495,209,99,8866,25169,2003
Chattogram,86,262,7,25,1680971,439,381,6728,15858,2003
Rangpur,64,80,11,22,1754092,400,292,6117,23578,2003
Rajshahi,73,62,36,13,788206,88,59,8783,3998,2012
Khulna,64,79,14,75,1401618,539,179,11956,5700,2006
Rangpur,74,67,42,114,765940,121,398,13481,28565,2024
Khulna,99,82,31,68,163857,139,54,2886,29783,2001
Cumilla,61,116,8,101,1159988,262,39,12628,8102,2023
Rajshahi,60,120,20,140,325634,134,348,4569,25900,2022
Rangpur,88,257,28,41,1293804,558,76,9831,3779,2001
Mymensingh,87,266,48,44,385195,673,364,9405,4190,2024
Cumilla,83,59,44,33,958998,102,192,12290,11931,2008
Khulna,91,159,39,46,1092330,321,66,715,12505,2009
Barishal,72,115,6,80,1123417,60,315,10014,19651,2016
Rajshahi,88,149,42,113,287764,91,73,2309,16744,2003
Barishal,76,138,41,132,298521,644,39,1127,29992,2000
Khulna,100,194,24,121,609430,294,334,14508,1301,2024
Gazipur,93,284,8,19,219565,478,211,9540,7932,2006
Barishal,88,252,9,117,1570268,145,349,911,27465,2014
Rajshahi,96,215,16,26,1038744,491,313,14743,12116,2004
Chattogram,57,155,21,150,1767732,589,382,9638,9615,2010
Narayanganj,81,206,17,71,1996195,408,29,13099,2213,2012
Mymensingh,98,243,30,142,1325183,165,375,2115,2680,2011
Sylhet,81,296,14,58,227492,527,389,13424,26553,2010
